Candidate,Gender,Race 1,Race 2,Race 3,Incumbent,Incumbent Challenger,State,Office,District,Primary Outcome,Runoff Outcome,clean_name,Party,name,office,party,state,district,candidate_status,incumbent_challenge,first_file_date,receipts,disbursements,cash_on_hand_end_period,debts_owed_by_committee,Congress Type
Andrew Kalloch,Male,White,,,No,No,Oregon,Representative,4,Lost,,Andrew Kalloch,DEM,"KALLOCH, ANDREW",H,DEM,OR,4.0,C,O,2021-12-14,288629.05,288629.05,0.0,0.0,House
Steve William Laible,Male,White,,,No,No,Oregon,Representative,4,Lost,,Steve Laible,DEM,"LAIBLE, STEVE WILLIAM",H,DEM,OR,4.0,N,O,,0.0,0.0,0.0,0.0,House
Jake Matthews,Male,Asian (Indian),,,No,No,Oregon,Representative,4,Lost,,Jake Matthews,DEM,"MATTHEWS, JAKE",H,DEM,OR,4.0,N,O,,0.0,0.0,0.0,0.0,House
John S. Selker,Male,White,,,No,No,Oregon,Representative,4,Lost,,John Selker,DEM,"SELKER, JOHN STEVEN DR.",H,DEM,OR,4.0,C,O,2021-12-20,212997.0,212997.0,0.0,0.0,House
G. Tommy Smith,Male,White,,,No,No,Oregon,Representative,4,Lost,,G. Smith,DEM,"SMITH, G. TOMMY",H,DEM,OR,4.0,N,O,,0.0,0.0,0.0,0.0,House
Jamie McLeod-Skinner,Female,White,,,No,Yes,Oregon,Representative,5,Won,,Jamie Mcleod-Skinner,DEM,"MCLEOD-SKINNER, JAMIE",H,DEM,OR,5.0,C,C,2017-07-02,3670803.53,3624684.67,46118.86,0.0,House
Kurt Schrader,Male,White,,,Yes,No,Oregon,Representative,5,Lost,,Kurt Schrader,DEM,"SCHRADER, KURT",H,DEM,OR,5.0,C,I,2008-03-07,2725217.28,5181348.28,60368.19,0.0,House
Carrick Flynn,Male,White,,,No,No,Oregon,Representative,6,Lost,,Carrick Flynn,DEM,"FLYNN, CARRICK RONAN MORGAN",H,DEM,OR,6.0,C,O,2022-01-19,1147785.73,1147785.73,0.0,0.0,House
Greg Goodwin,Male,Unknown,,,No,No,Oregon,Representative,6,Lost,,Greg Goodwin,DEM,"GOODWIN, GREG",H,DEM,OR,6.0,N,O,,0.0,0.0,0.0,0.0,House
Kathleen Harder,Female,White,,,No,No,Oregon,Representative,6,Lost,,Kathleen Harder,DEM,"HARDER, KATHLEEN",H,DEM,OR,6.0,C,O,2021-11-15,480112.85,473916.58,6196.27,211325.0,House
Andrea Salinas,Female,White,,,No,No,Oregon,Representative,6,Won,,Andrea Salinas,DEM,"SALINAS, ANDREA",H,DEM,OR,6.0,C,O,2021-11-09,3405187.33,3398902.83,6284.5,0.0,House
Loretta Smith,Female,Black,,,No,No,Oregon,Representative,6,Lost,,Loretta Smith,DEM,"SMITH, LORETTA",H,DEM,OR,6.0,C,O,2021-07-01,360500.25,359839.9,660.35,55000.0,House
David Roth,Male,White,,,No,No,Idaho,Senator,,Won,,David Roth,DEM,"ROTH, DAVID JORDAN",S,DEM,ID,0.0,C,C,2022-03-09,99856.87,97703.13,2153.74,7600.0,Senate
Kaylee Peterson,Female,White,,,No,No,Idaho,Representative,1,Won,,Kaylee Peterson,DEM,"PETERSON, KAYLEE JADE",H,DEM,ID,1.0,C,C,2022-03-08,69848.28,67139.54,2708.74,0.0,House
Wendy Norman,Female,White,,,No,No,Idaho,Representative,2,Won,,Wendy Norman,DEM,"NORMAN, WENDY ANN",H,DEM,ID,2.0,C,C,2022-03-11,13856.48,11626.22,2230.25,0.0,House
Robert Colon,Male,White,,,No,No,North Carolina,Senator,,Lost,,Robert Colon,DEM,"COLON, ROBERT",S,DEM,NC,0.0,C,O,2022-05-04,23601.26,23601.26,0.0,0.0,Senate
"Constance ""Lov"" Johnson",Female,Black,,,No,No,North Carolina,Senator,,Lost,,Constance Johnson,DEM,"JOHNSON, CONSTANCE LOV",S,DEM,NC,0.0,N,O,2021-11-22,0.0,0.0,0.0,0.0,Senate
Tobias LaGrone,Male,Black,,,No,No,North Carolina,Senator,,Lost,,Tobias Lagrone,DEM,"LAGRONE, TOBIAS EVERETT DR.",S,DEM,NC,0.0,C,O,2021-03-01,6916.24,6700.6,14.41,0.0,Senate
Marcus W. Williams,Male,Black,,,No,No,North Carolina,Senator,,Lost,,Marcus Williams,DEM,"WILLIAMS, MARCUS W.",S,DEM,NC,0.0,N,O,2010-03-15,3786.77,3786.77,0.0,0.0,Senate
Cheri Beasley,Female,Black,,,No,No,North Carolina,Senator,,Won,,Cheri Beasley,DEM,"BEASLEY, CHERI",S,DEM,NC,0.0,C,O,2021-04-27,38948343.76,38900975.97,47367.79,0.0,Senate
Don Davis,Male,Black,,,No,No,North Carolina,Representative,1,Won,,Don Davis,DEM,"DAVIS, DON",H,DEM,NC,1.0,C,C,2021-12-01,1876018.87,1858045.79,17973.08,0.0,House
Erica D. Smith,Female,Black,,,No,No,North Carolina,Representative,1,Lost,,Erica Smith,DEM,"SMITH, ERICA DANETTE",H,DEM,NC,1.0,C,C,2021-11-19,960472.91,957600.91,22203.07,92523.0,House
Jason Albert Spriggs,Male,Black,,,No,No,North Carolina,Representative,1,Lost,,Jason Spriggs,DEM,"SPRIGGS, JASON ALBERT",H,DEM,NC,1.0,N,O,2021-01-28,0.0,0.0,0.0,0.0,House
Deborah K. Ross,Female,White,,,Yes,No,North Carolina,Representative,2,Won,,Deborah Ross,DEM,"ROSS, DEBORAH",H,DEM,NC,2.0,C,I,2019-12-02,2124081.81,2106215.58,469324.36,0.0,House
Barbara D. Gaskins,Female,Black,,,No,No,North Carolina,Representative,3,Won,,Barbara Gaskins,DEM,"GASKINS, BARBARA D MS.",H,DEM,NC,3.0,C,C,2021-06-10,95646.62,94963.02,683.6,0.0,House
Crystal Cavalier,Female,Native American (Saponi),,,No,No,North Carolina,Representative,4,Lost,,Crystal Cavalier,DEM,"CAVALIER, CRYSTAL ANN",H,DEM,NC,4.0,C,C,2021-12-22,22717.11,23024.64,5.02,5000.0,House
Valerie P. Foushee,Female,Black,,,No,No,North Carolina,Representative,4,Won,,Valerie Foushee,DEM,"FOUSHEE, VALERIE",H,DEM,NC,4.0,C,C,2021-11-16,1253021.19,1125309.94,127711.25,0.0,House
Stephen J. Valentine,Male,Black,,,No,No,North Carolina,Representative,4,Lost,,Stephen Valentine,DEM,"VALENTINE, STEPHEN JAMES",H,DEM,NC,4.0,C,C,2022-01-03,61597.51,61597.51,0.0,0.0,House
Ashley Ward,Female,White,,,No,No,North Carolina,Representative,4,Lost,,Ashley Ward,DEM,"WARD, ASHLEY",H,DEM,NC,4.0,C,O,2021-10-20,88271.22,88271.22,0.0,0.0,House
Richard L. Watkins,Male,Black,,,No,No,North Carolina,Representative,4,Lost,,Richard Watkins,DEM,"WATKINS, RICHARD LEE DR.",S,DEM,NC,0.0,C,O,2021-03-01,108717.02,108684.7,22250.34,4842.78,Senate
Richard L. Watkins,Male,Black,,,No,No,North Carolina,Representative,4,Lost,,Richard Watkins,DEM,"WATKINS, RICHARD LEE DR.",H,DEM,NC,4.0,C,C,2021-11-17,57989.1,26804.34,28252.91,0.0,House
Nida Allam,Female,Asian (Indian),Asian (Pakistani),,No,No,North Carolina,Representative,4,Lost,,Nida Allam,DEM,"ALLAM, NIDA",H,DEM,NC,4.0,C,C,2021-11-09,0.0,0.0,0.0,0.0,House
Kathy Manning,Female,White,,,Yes,No,North Carolina,Representative,6,Won,,Kathy Manning,DEM,"MANNING, KATHY",H,DEM,NC,6.0,C,I,2017-12-06,3045909.17,3149872.23,208376.93,250000.0,House
Charles E. Evans,Male,Black,,,No,No,North Carolina,Representative,7,Lost,,Charles Evans,DEM,"EVANS, CHARLES",H,DEM,NC,7.0,C,C,2021-05-06,87765.99,87755.95,10.04,0.0,House
Charles Graham,Male,White,,,No,No,North Carolina,Representative,7,Won,,Charles Graham,DEM,"GRAHAM, CHARLES",H,DEM,NC,7.0,C,C,2021-06-06,312709.84,239731.24,1517.86,0.0,House
Yushonda Midgette,Female,Black,,,No,No,North Carolina,Representative,7,Lost,,Yushonda Midgette,DEM,"MIDGETTE, YUSHONDA",H,DEM,NC,7.0,N,C,2021-11-30,0.0,0.0,0.0,0.0,House
Scott Huffman,Male,White,,,No,No,North Carolina,Representative,8,Won,,Scott Huffman,DEM,"HUFFMAN, SCOTT",H,DEM,NC,8.0,C,O,2018-01-31,97677.3,101456.21,732.68,0.0,House
Ben Clark,Male,Black,,,No,No,North Carolina,Representative,9,Won,,Ben Clark,DEM,"CLARK, BEN",H,DEM,NC,9.0,N,C,,0.0,0.0,0.0,0.0,House
Michael Felder,Male,White,,,No,No,North Carolina,Representative,10,Lost,,Michael Felder,DEM,"FELDER, MICHAEL",H,DEM,NC,10.0,N,C,,0.0,0.0,0.0,0.0,House
Katie Dean,Female,White,,,No,No,North Carolina,Representative,11,Lost,,Katie Dean,DEM,"DEAN, KATIE",H,DEM,NC,11.0,C,C,2021-04-08,113969.04,113131.33,837.71,1468.94,House
Marco Gutierrez,Male,White,Latino,,No,No,North Carolina,Representative,11,Lost,,Marco Gutierrez,DEM,"GUTIERREZ, MARCO",H,DEM,NC,11.0,N,C,,0.0,0.0,0.0,0.0,House
Bynum M. Lunsford,Male,White,,,No,No,North Carolina,Representative,11,Lost,,Bynum Lunsford,DEM,"LUNSFORD, BYNUM M",H,DEM,NC,11.0,N,C,,0.0,0.0,0.0,0.0,House
Jasmine Beach-Ferrara,Female,White,,,No,No,North Carolina,Representative,11,Won,,Jasmine Beach-Ferrara,DEM,"BEACH-FERRARA, JASMINE",H,DEM,NC,11.0,C,C,2021-03-03,2329161.72,2326321.84,2839.88,3000.0,House
John Sharkey,Male,Black,,,No,Yes,North Carolina,Representative,12,Lost,,John Sharkey,DEM,"SHARKEY, JOHN",H,DEM,NC,12.0,N,C,2021-10-21,0.0,0.0,0.0,0.0,House
Alma S. Adams,Female,Black,,,Yes,No,North Carolina,Representative,12,Won,,Alma Adams,DEM,"ADAMS, ALMA SHEALEY",H,DEM,NC,12.0,C,I,2013-06-27,957366.44,760597.28,543442.3,0.0,House
Nathan Click,Male,Black,,,No,No,North Carolina,Representative,13,Lost,,Nathan Click,DEM,"CLICK, NATHAN",H,DEM,NC,13.0,C,C,2021-09-13,86755.25,82441.6,4313.65,34562.69,House
Denton Lee,Male,White,,,No,No,North Carolina,Representative,13,Lost,,Denton Lee,DEM,"LEE, DENTON",H,DEM,NC,13.0,C,C,2021-04-24,19750.0,15603.53,546.45,0.0,House
Wiley Nickel,Male,White,,,No,No,North Carolina,Representative,13,Won,,Wiley Nickel,DEM,"NICKEL, WILEY",H,DEM,NC,13.0,C,O,2021-08-02,3717882.21,3735754.38,36999.17,953950.0,House
Sam Searcy,Male,White,,,No,No,North Carolina,Representative,13,Lost,,Sam Searcy,DEM,"SEARCY, SAM",H,DEM,NC,13.0,N,O,2017-07-10,0.0,0.0,0.0,0.0,House
Jamie Campbell Bowles,Female,White,,,No,No,North Carolina,Representative,13,Lost,,Jamie Bowles,DEM,"BOWLES, JAMIE CAMPBELL MS.",H,DEM,NC,13.0,N,O,2022-04-19,0.0,0.0,0.0,0.0,House
Jeff Jackson,Male,White,,,No,No,North Carolina,Representative,14,Won,,Jeff Jackson,DEM,"JACKSON, JEFF",H,DEM,NC,14.0,C,O,2022-02-25,5707177.36,5627111.53,80065.83,0.0,House
Conor Lamb,Male,White,,,No,No,Pennsylvania,Senator,,Lost,,Conor Lamb,DEM,"LAMB, CONOR",S,DEM,PA,0.0,C,O,2021-08-08,6353020.36,7182029.68,4809.81,3000.0,Senate
Malcolm Kenyatta,Male,Black,,,No,No,Pennsylvania,Senator,,Lost,,Malcolm Kenyatta,DEM,"KENYATTA, MALCOLM",S,DEM,PA,0.0,C,O,2021-02-18,2015846.13,2008403.11,7443.02,19085.27,Senate
John Fetterman,Male,White,,,No,No,Pennsylvania,Senator,,Won,,John Fetterman,DEM,"FETTERMAN, JOHN KARL",S,DEM,PA,0.0,C,O,2015-09-08,76336560.56,75709210.74,627349.82,3720.0,Senate
Ashley Ehasz,Female,White,,,No,No,Pennsylvania,Representative,1,Won,,Ashley Ehasz,DEM,"EHASZ, ASHLEY",H,DEM,PA,1.0,C,C,2021-10-12,970541.94,964394.38,6147.56,0.0,House
Brendan F. Boyle,Male,White,,,Yes,No,Pennsylvania,Representative,2,Won,,Brendan Boyle,DEM,"BOYLE, BRENDAN F",H,DEM,PA,2.0,C,I,2013-04-04,1708549.76,832349.98,2344941.15,0.0,House
Dwight Evans,Male,Black,,,Yes,No,Pennsylvania,Representative,3,Won,,Dwight Evans,DEM,"EVANS, DWIGHT",H,DEM,PA,3.0,C,I,2015-11-02,1143332.89,1192319.69,133615.52,0.0,House
Alexandra Hunt,Female,White,,,No,Yes,Pennsylvania,Representative,3,Lost,,Alexandra Hunt,DEM,"HUNT, ALEXANDRA",H,DEM,PA,3.0,C,C,2021-02-13,731952.22,731953.11,0.0,0.0,House
Michael Cogbill,Male,Black,,,No,Yes,Pennsylvania,Representative,3,Lost,,Michael Cogbill,DEM,"COGBILL, MICHAEL",H,DEM,PA,3.0,C,C,2021-12-01,1210.0,7900.0,492.0,2763.94,House
Madeleine Dean,Female,White,,,Yes,No,Pennsylvania,Representative,4,Won,,Madeleine Dean,DEM,"DEAN, MADELEINE",H,DEM,PA,4.0,C,I,2018-02-21,2055980.52,1925679.55,704894.98,0.0,House
Mary Gay Scanlon,Female,White,,,Yes,No,Pennsylvania,Representative,5,Won,,Mary Scanlon,DEM,"SCANLON, MARY GAY",H,DEM,PA,5.0,C,I,2018-02-09,1596137.42,1512234.94,302581.44,250000.0,House
Chrissy Houlahan,Female,White,,,Yes,No,Pennsylvania,Representative,6,Won,,Chrissy Houlahan,DEM,"HOULAHAN, CHRISSY",H,DEM,PA,6.0,C,I,2017-04-11,4823029.87,4974591.65,2957694.86,0.0,House
Susan Wild,Female,White,,,Yes,No,Pennsylvania,Representative,7,Won,,Susan Wild,DEM,"WILD, SUSAN",H,DEM,PA,7.0,C,I,2017-10-17,7002291.19,7027026.2,53961.35,0.0,House
Amanda R. Waldman,Female,White,,,No,No,Pennsylvania,Representative,9,Won,,Amanda Waldman,DEM,"WALDMAN, AMANDA",H,DEM,PA,9.0,C,C,2022-03-01,30546.88,30311.97,364.91,0.0,House
Rick Coplen,Male,White,,,No,No,Pennsylvania,Representative,10,Lost,,Rick Coplen,DEM,"COPLEN, RICK",H,DEM,PA,10.0,C,C,2022-03-08,34165.49,34165.49,0.0,0.0,House
Shamaine Daniels,Female,Latino (Venezuelan),,,No,No,Pennsylvania,Representative,10,Won,,Shamaine Daniels,DEM,"DANIELS, SHAMAINE MS",H,DEM,PA,10.0,C,C,2022-04-02,414294.52,412696.48,1598.04,4729.14,House
Jeff Woodard,Male,Black,,,No,No,Pennsylvania,Representative,12,Lost,,Jeff Woodard,DEM,"WOODARD, JEFF",H,DEM,PA,18.0,C,O,2021-12-09,1010.0,1196.0,-186.0,22813.0,House
William Parker,Male,Black,,,No,No,Pennsylvania,Representative,12,Lost,,William Parker,DEM,"PARKER, WILLIAM",H,DEM,PA,12.0,N,O,,0.0,0.0,0.0,0.0,House
Summer Lee,Female,Black,,,No,No,Pennsylvania,Representative,12,Won,,Summer Lee,DEM,"LEE, SUMMER",H,DEM,PA,12.0,C,O,2021-10-18,1851679.14,1827312.18,24366.96,0.0,House
Sean Meloy,Male,White,,,No,No,Pennsylvania,Representative,17,Lost,,Sean Meloy,DEM,"MELOY, SEAN",H,DEM,PA,17.0,C,O,2021-11-07,321273.32,321273.32,0.0,0.0,House
Taysha DeVaughan,Female,Native American (Comanche),,,No,No,Virginia,Representative,9,Won,,Taysha Devaughan,DEM,"DEVAUGHAN, TAYSHA",H,DEM,VA,9.0,C,C,2022-04-15,58626.65,56151.45,2475.2,0.0,House
Lanny Jackson,Male,Black,,,No,No,Alabama,Senator,,Lost,,Lanny Jackson,DEM,"JACKSON, LANNY EDWARD MR.",S,DEM,AL,0.0,N,O,2022-01-18,48.25,0.0,176.0,5792.75,Senate
Phyllis Harvey-Hall,Female,Black,,,No,No,Alabama,Representative,2,Won,,Phyllis Harvey-Hall,DEM,"HARVEY-HALL, PHYLLIS",H,DEM,AL,2.0,C,C,2019-11-26,60440.24,60219.66,220.58,1200.0,House
Vimal Patel,Male,Asian,,,No,No,Alabama,Representative,2,Lost,,Vimal Patel,DEM,"PATEL, VIMAL",H,DEM,AL,2.0,C,C,2021-08-29,61099.81,59961.13,1138.68,12811.0,House
Lin Veasey,Female,Unknown,,,No,No,Alabama,Representative,3,Won,,Lin Veasey,DEM,"VEASEY, LIN",H,DEM,AL,3.0,N,C,,0.0,0.0,0.0,0.0,House
Rhonda Gore,Female,White,,,No,No,Alabama,Representative,4,Lost,,Rhonda Gore,DEM,"GORE, RHONDA",H,DEM,AL,4.0,N,C,,0.0,0.0,0.0,0.0,House
Kathy Warner-Stanton,Female,Black,,,No,No,Alabama,Representative,5,Won,,Kathy Warner-Stanton,DEM,"WARNER-STANTON, KATHY L",H,DEM,AL,5.0,C,O,2021-10-15,85150.0,84706.25,195.03,80000.0,House
Natalie James,Female,Black,,,No,No,Arkansas,Senator,,Won,,Natalie James,DEM,"JAMES, NATALIE",S,DEM,AR,0.0,C,C,2021-07-16,81480.89,81265.58,215.31,5910.62,Senate
Monte Hodges,Male,Black,,,No,No,Arkansas,Representative,1,Won,,Monte Hodges,DEM,"HODGES, MONTE",H,DEM,AR,1.0,C,C,2022-01-02,66983.81,64098.32,3328.65,25000.0,House
Quintessa Hathaway,Female,Black,,,No,No,Arkansas,Representative,2,Won,,Quintessa Hathaway,DEM,"HATHAWAY, QUINTESSA DR.",H,DEM,AR,2.0,N,C,2021-08-12,10421.88,10376.75,45.13,0.0,House
John White,Male,White,,,No,No,Arkansas,Representative,4,Won,,John White,DEM,"WHITE, JOHN",H,DEM,AR,4.0,N,C,,0.0,0.0,0.0,0.0,House
Tamara Johnson-Shealey,Female,Black,,,No,Yes,Georgia,Senator,,Lost,,Tamara Johnson-Shealey,DEM,"JOHNSON-SHEALEY, TAMARA",S,DEM,GA,0.0,C,C,2019-11-06,63551.01,71028.72,-4689.59,0.0,Senate
Raphael Warnock,Male,Black,,,Yes,No,Georgia,Senator,,Won,,Raphael Warnock,DEM,"WARNOCK, RAPHAEL",S,DEM,GA,0.0,C,I,2020-01-30,206593947.75,223503096.73,5853836.45,0.0,Senate
Joyce Marie Griggs,Female,Black,,,No,No,Georgia,Representative,1,Made runoff,Lost,Joyce Griggs,DEM,"GRIGGS, JOYCE MARIE",H,DEM,GA,1.0,C,C,2000-05-15,40517.58,45326.45,233.97,83808.0,House
Wade Herring,Male,White,,,No,No,Georgia,Representative,1,Made runoff,Won,Wade Herring,DEM,"HERRING, WADE WILKES MR. II",H,DEM,GA,1.0,C,C,2021-05-15,1395014.76,1391152.16,3862.6,42722.47,House
Michelle L. Munroe,Female,White,,,No,No,Georgia,Representative,1,Lost,,Michelle Munroe,DEM,"MUNROE, MICHELLE",H,DEM,GA,1.0,C,C,2021-12-17,88178.66,88178.66,0.0,28960.62,House
Sanford Bishop,Male,Black,,,Yes,No,Georgia,Representative,2,Won,,Sanford Bishop,DEM,"BISHOP, SANFORD",H,DEM,GA,2.0,C,I,1992-04-27,3042832.27,3181143.31,54216.67,0.0,House
Charlotte Macbagito,Female,Black,White,,No,Yes,Georgia,Representative,5,Lost,,Charlotte Macbagito,DEM,"MACBAGITO, CHARLOTTE",H,DEM,GA,5.0,C,C,2022-05-26,8220.0,8220.0,0.0,8220.0,House
Valencia Stovall,Female,Black,,,No,Yes,Georgia,Representative,5,Lost,,Valencia Stovall,DEM,"STOVALL, VALENCIA",H,DEM,GA,5.0,C,C,2022-03-11,10030.0,7322.42,2707.58,6000.0,House
Nikema Williams,Female,Black,,,Yes,No,Georgia,Representative,5,Won,,Nikema Williams,DEM,"WILLIAMS, NIKEMA NATASSHA",H,DEM,GA,5.0,C,I,2020-07-22,1152788.78,1339884.36,4067.13,28227.17,House
Wayne C. White,Male,White,,,No,No,Georgia,Representative,6,Lost,,Wayne White,DEM,"WHITE, WAYNE C",H,DEM,GA,6.0,C,C,2022-03-02,11767.76,5673.96,6136.7,6761.76,House
Carolyn Bourdeaux,Female,White,,,Yes,Yes,Georgia,Representative,7,Lost,,Carolyn Bourdeaux,DEM,"BOURDEAUX, CAROLYN",H,DEM,GA,7.0,C,I,2017-07-05,3264791.79,3375738.56,3001.01,0.0,House
Donna McLeod,Female,Black,,,No,Yes,Georgia,Representative,7,Lost,,Donna Mcleod,DEM,"MCLEOD, DONNA THERESA MS.",H,DEM,GA,7.0,C,C,2021-12-07,69565.54,67604.0,1961.54,500.0,House
Darrius Butler,Male,Black,,,No,No,Georgia,Representative,8,Won,,Darrius Butler,DEM,"BUTLER, DARRIUS MAURICE",H,DEM,GA,8.0,C,C,2022-01-26,22543.42,24160.05,1225.16,6000.0,House
"Michael ""Mike"" Ford",Male,White,,,No,No,Georgia,Representative,9,Won,,Michael Ford,DEM,"FORD, MICHAEL C. MR.",H,DEM,GA,9.0,C,C,2022-02-11,36015.7,38718.49,-13740.62,0.0,House
Jessica Allison Fore,Female,White,,,No,No,Georgia,Representative,10,Made runoff,Lost,Jessica Fore,DEM,"FORE, JESSICA ALLISON",H,DEM,GA,10.0,C,O,2022-01-14,16100.0,13112.3,2987.7,0.0,House
Tabitha Johnson-Green,Female,Black,,,No,No,Georgia,Representative,10,Made runoff,Won,Tabitha Johnson-Green,DEM,"JOHNSON-GREEN, TABITHA",H,DEM,GA,10.0,C,C,2018-04-02,48652.44,48652.44,0.0,400.0,House
Phyllis Hatcher,Female,Black,,,No,No,Georgia,Representative,10,Lost,,Phyllis Hatcher,DEM,"HATCHER, PHYLLIS D",H,DEM,GA,10.0,C,O,2021-06-22,35018.24,35361.62,-343.38,0.0,House
Femi Oduwole,Male,Black,,,No,No,Georgia,Representative,10,Lost,,Femi Oduwole,DEM,"ODUWOLE, FEMI",H,DEM,GA,10.0,N,O,,0.0,0.0,0.0,0.0,House
Paul Walton,Male,Black,,,No,No,Georgia,Representative,10,Lost,,Paul Walton,DEM,"WALTON, PAUL",H,11,GA,10.0,N,C,2021-09-09,0.0,0.0,0.0,0.0,House
"Elizabeth ""Liz"" Johnson",Female,Black,,,No,No,Georgia,Representative,12,Won,,Elizabeth Johnson,DEM,"JOHNSON, ELIZABETH",H,DEM,GA,12.0,C,C,2019-10-21,194751.23,193938.25,812.98,9883.1,House
Mark Baker,Male,Black,,,No,Yes,Georgia,Representative,13,Lost,,Mark Baker,DEM,"BAKER, MARK",H,DEM,GA,13.0,C,C,2021-12-07,122085.0,118944.24,3772.76,107000.0,House
Shastity Driscoll,Female,Black,,,No,Yes,Georgia,Representative,13,Lost,,Shastity Driscoll,DEM,"DRISCOLL, SHASTITY",H,DEM,GA,13.0,N,C,2022-03-03,0.0,0.0,0.0,0.0,House
Vincent Fort,Male,Black,,,No,Yes,Georgia,Representative,13,Lost,,Vincent Fort,DEM,"FORT, VINCENT",H,DEM,GA,13.0,C,C,2022-01-19,86927.71,67197.71,58.92,0.0,House
David Scott,Male,Black,,,Yes,No,Georgia,Representative,13,Won,,David Scott,DEM,"SCOTT, DAVID ALBERT",H,DEM,GA,13.0,C,I,2001-10-11,2007965.55,1833004.1,636609.93,27100.0,House
Wendy Davis,Female,White,,,No,No,Georgia,Representative,14,Lost,,Wendy Davis,DEM,"DAVIS, WENDY",H,DEM,GA,14.0,C,C,2021-06-06,524060.17,524060.17,0.0,0.0,House
Marcus Flowers,Male,Black,,,No,No,Georgia,Representative,14,Won,,Marcus Flowers,DEM,"FLOWERS, MARCUS",H,DEM,GA,13.0,C,C,2021-02-16,16972737.74,16349414.34,623323.4,0.0,House
Holly McCormack,Female,White,,,No,No,Georgia,Representative,14,Lost,,Holly Mccormack,DEM,"MCCORMACK, HOLLY",H,DEM,GA,14.0,C,C,2021-02-24,1893032.74,1874401.17,18631.57,78558.53,House
Melanie Ann Stansbury,Female,White,,,Yes,No,New Mexico,Representative,1,Won,,Melanie Stansbury,DEM,"STANSBURY, MELANIE",H,DEM,NM,1.0,C,C,2020-12-21,3570362.65,3610145.06,11340.52,0.0,House
Gabriel Vasquez,Male,Latino (Mexican),,,No,No,New Mexico,Representative,2,Won,,Gabriel Vasquez,DEM,"VASQUEZ, GABRIEL",H,DEM,NM,2.0,C,C,2021-09-15,3687697.99,3664921.26,22776.73,0.0,House
Darshan Nilesh Patel,Male,Asian (Indian),,,No,No,New Mexico,Representative,2,Lost,,Darshan Patel,DEM,"PATEL, DARSHAN DR.",H,DEM,NM,2.0,C,C,2022-02-08,67900.03,65668.66,2231.37,0.0,House
Hunter Avery,Male,White,,,No,No,Mississippi,Representative,1,Lost,,Hunter Avery,DEM,"AVERY, HUNTER KYLE MR.",H,DEM,MS,1.0,N,C,2021-04-03,0.0,0.0,0.0,0.0,House
Dianne Black,Female,Black,,,No,No,Mississippi,Representative,1,Won,,Dianne Black,DEM,"BLACK, DIANNE DODSON",H,DEM,MS,1.0,C,C,2022-03-14,34342.75,26814.62,-8403.99,0.0,House
Bennie G. Thompson,Male,Black,,,Yes,No,Mississippi,Representative,2,Won,,Bennie Thompson,DEM,"THOMPSON, BENNIE G.",H,DEM,MS,2.0,C,I,1993-02-03,1515666.15,1308304.86,1730909.56,0.0,House
Shuwaski A. Young,Male,Black,,,No,No,Mississippi,Representative,3,Won,,Shuwaski Young,DEM,"YOUNG, SHUWASKI",H,DEM,MS,3.0,C,C,2021-07-03,77359.24,76889.38,469.86,36566.73,House
Johnny L. DuPree ,Male,Black,,,No,No,Mississippi,Representative,4,Won,,Johnny Dupree,DEM,"DUPREE, JOHNNY L.",H,DEM,MS,4.0,C,C,2022-06-08,147382.22,147371.6,10.62,0.0,House
David Sellers,Male,White,,,No,No,Mississippi,Representative,4,Lost,,David Sellers,DEM,"SELLERS, DAVID",H,DEM,MS,4.0,C,C,2021-09-10,20859.0,19568.97,1390.03,0.0,House
Cora Neumann,Female,White,,,No,No,Montana,Representative,1,Lost,,Cora Neumann,DEM,"NEUMANN, CORA",H,DEM,MT,1.0,C,C,2021-07-13,1449799.79,1542200.27,1541.89,0.0,House
Monica Tranel,Female,White,,,No,No,Montana,Representative,1,Won,,Monica Tranel,DEM,"TRANEL, MONICA",H,DEM,MT,1.0,C,C,2021-07-05,3088634.59,3088634.59,0.0,0.0,House
Penny Ronning,Female,White,,,No,No,Montana,Representative,2,Won,,Penny Ronning,DEM,"RONNING, PENNY",H,DEM,MT,2.0,C,C,2021-11-19,175792.67,175463.67,329.0,0.0,House
Mark Sweeney,Male,White,,,No,No,Montana,Representative,2,Lost,,Mark Sweeney,DEM,"SWEENEY, MARK",H,DEM,MT,2.0,C,C,2022-02-08,123323.0,119523.31,0.0,0.0,House
Skylar Williams,Male,Native American,Latino,,No,No,Montana,Representative,2,Lost,,Skylar Williams,DEM,"WILLIAMS, SKYLAR",H,DEM,MT,2.0,N,C,2021-10-26,4729.47,4729.47,0.0,0.0,House
Abby Finkenauer,Female,White,,,No,No,Iowa,Senator,,Lost,,Abby Finkenauer,DEM,"FINKENAUER, ABBY",S,DEM,IA,0.0,C,C,2021-07-22,4204897.71,4186966.69,17931.02,346567.99,Senate
Michael Franken,Male,White,,,No,No,Iowa,Senator,,Won,,Michael Franken,DEM,"FRANKEN, MICHAEL T",S,DEM,IA,0.0,C,C,2021-10-14,11468780.34,11417544.47,51235.87,0.0,Senate
Glenn Hurst,Male,White,,,No,No,Iowa,Senator,,Lost,,Glenn Hurst,DEM,"HURST, GLENN",S,DEM,IA,0.0,C,C,2021-07-12,134843.25,105982.24,28626.41,0.0,Senate
